	species	Air_temp	Water_temp	Salinity	NH4	Silicate	PO4	NO2_NO3	Tidal_height
1	syn_1	27	17.5	34	7777	7777	7777	7777	2.856
3	syn_1	21	20	33	7777	7777	7777	7777	1.949
4	syn_1	26	17	34	7777	7777	7777	7777	1.594
5	syn_1	29	20	34	7777	7777	7777	7777	1.23
6	syn_1	23	15	34	7777	7777	7777	7777	1.118
7	syn_1	24	17	34	7777	7777	7777	7777	0.83
8	syn_1	23	17.5	34	7777	7777	7777	7777	0.609
9	syn_1	7777	19	33	7777	7777	7777	7777	0.46
10	syn_1	23.5	18.3	7777	0.857251761	2.337330274	0.069182486	0.625133203	0.52
11	syn_1	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609
12	syn_1	28.3	11	34	0.18212627	6.61638308	7777	1.21387498	1.016
13	syn_1	25.5	7777	7777	0.86768967	7.05001699	0.33053471	2.40520795	1.601
14	syn_1	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941
15	syn_1	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479
16	syn_1	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899
17	syn_1	26.5	12.8	34	7777	4.10791588	7777	7777	3.13
18	syn_1	25.5	13.8	7777	0.21565437	3.99431553	0.10142842	0.31993432	2.477
19	syn_1	20.8	15.8	7777	0.26956796	3.99431553	7777	1.42315613	2.153
20	syn_1	24.3	18	34	0.86120177	2.79666094	7777	0.90450944	1.375
21	syn_1	21.5	19.8	7777	0.663421426	2.891279198	0.106077048	0.346832485	1.36
22	syn_1	23	18.5	34	1.39859995	2.11237865	7777	0.63125864	0.302
23	syn_1	26.8	18	34	0.60610945	4.21971346	7777	7777	0.3
24	syn_1	21.5	17.8	34	0.13728068	4.57914812	7777	1.47610915	0.166
25	syn_1	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533
26	syn_1	21.5	16.5	34	0.52505727	3.45161568	7777	5.10852963	1.104
27	syn_1	25.5	18.8	34	0.14743555	2.76116774	7777	7777	1.851
28	syn_1	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456
29	syn_1	19.5	18.8	34	0.07227133	4.24216682	7777	7.36478308	2.813
30	syn_1	7777	7777	34	7777	3.02969798	7777	1.24992589	2.996
31	syn_1	17.8	7777	34	0.27492393	4.21989787	0.05520231	7777	2.847
32	syn_1	7777	7777	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833
33	syn_1	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848
34	syn_1	21.3	17.8	34	7777	8.44858475	7777	1.24735746	1.601
35	syn_1	23	18	34	7777	7.18331736	0.07581914	0.88218234	1.54
36	syn_1	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34
37	syn_1	28.3	20	34	7777	8.70254607	0.08373814	2.35319588	0.92
38	syn_1	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816
39	syn_1	27.5	20	7777	0.67201408	8.38006167	7777	1.26698903	0.707
40	syn_1	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749
41	syn_1	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556
42	syn_1	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279
43	syn_1	24.5	15.3	34	7777	9.81178629	7777	7777	2.988
44	syn_1	22.3	15.3	7777	0.22017042	7.85634114	0.2110399	2.07571329	3.232
45	syn_1	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544
46	syn_1	22	16	34	7777	3.62048097	7777	7777	3.225
47	syn_1	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311
48	syn_1	18.3	16	34	7777	2.1538272	7777	1.26792339	0.717
49	syn_1	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
50	syn_1	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
51	syn_1	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021
52	syn_1	15.8	15	7777	0.645455514	8.220016333	0.188656596	3.358025986	1.842
53	syn_1	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776
54	syn_1	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504
55	syn_1	17	16.5	34	7777	2.47836526	7777	7777	2.902
56	syn_1	16.8	16.3	35	7777	4.55118337	7777	0.80323694	2.907
57	syn_1	24.5	16.1	34	0.12065417	5.68874843	7777	0.9802817	2.61
58	syn_1	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512
59	syn_1	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636
60	syn_1	24.5	15.4	34	7777	388.553.437	0.1362162	1.380.458.067	2.506
61	syn_1	19.5	15.6	34	7777	368.516.943	7777	0.39649923	1.56
62	syn_1	16	16.1	34	7777	192.760.767	7777	0.64420558	1.417
63	syn_1	23.5	16.1	34	7777	308.472.192	0.06192189	0.2512548	1.629
64	syn_1	23.4	15.8	7777	0.64088392	314.520.666	0.08225597	0.20502392	0.859
65	syn_1	20.5	16.6	34	7777	491.676.702	7777	398.961.658	0.7
66	syn_1	24	13.6	34	7777	929.448.892	0.35865647	479.394.157	0.767
67	syn_1	16.5	15	37	0.45541467	747.316.924	7777	340.940.811	0.687
68	syn_1	12.8	14.8	35	7777	560.788.915	0.22233358	194.980.151	1.902
69	syn_1	13.3	14.2	34	7777	335.568.200	7777	7777	2.096
71	syn_1	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596
72	syn_1	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427
73	syn_1	16	14.9	35	0.56071625	460.514.160	7777	0.77871442	2.764
74	syn_1	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998
75	syn_1	15.7	15	34	0.26956796	568.920.077	7777	0.62883643	2.221
77	syn_1	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855
78	syn_1	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605
79	syn_1	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872
81	syn_1	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505
82	syn_1	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673
83	syn_1	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665
84	syn_1	9	11.5	34	7777	928.442.401	0.24797953	193.721.117	2.778
85	syn_1	13.7	12.2	34	0.31245337	669.121.430	7777	149.546.708	2.946
86	syn_1	13.5	12	34	0.44648775	786.365.667	7777	157.456.749	3.232
87	syn_1	9.5	11.3	34	0.34300256	697.263.111	7777	140.486.230	3.022
88	syn_1	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655
89	syn_2	27	17.5	34	7777	7777	7777	7777	2.856
91	syn_2	21	20	33	7777	7777	7777	7777	1.949
92	syn_2	26	17	34	7777	7777	7777	7777	1.594
93	syn_2	29	20	34	7777	7777	7777	7777	1.23
94	syn_2	23	15	34	7777	7777	7777	7777	1.118
95	syn_2	24	17	34	7777	7777	7777	7777	0.83
96	syn_2	7777	19	33	7777	7777	7777	7777	0.46
97	syn_2	23.5	18.3	7777	0.857251761	2.337330274	0.069182486	0.625133203	0.52
98	syn_2	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609
99	syn_2	28.3	11	34	0.18212627	6.61638308	7777	1.21387498	1.016
100	syn_2	25.5	7777	7777	0.86768967	7.05001699	0.33053471	2.40520795	1.601
101	syn_2	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941
102	syn_2	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479
103	syn_2	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899
104	syn_2	26.5	12.8	34	7777	4.10791588	7777	7777	3.13
105	syn_2	25.5	13.8	7777	0.21565437	3.99431553	0.10142842	0.31993432	2.477
106	syn_2	20.8	15.8	7777	0.26956796	3.99431553	7777	1.42315613	2.153
107	syn_2	24.3	18	34	0.86120177	2.79666094	7777	0.90450944	1.375
108	syn_2	21.5	19.8	7777	0.663421426	2.891279198	0.106077048	0.346832485	1.36
109	syn_2	23	18.5	34	1.39859995	2.11237865	7777	0.63125864	0.302
110	syn_2	26.8	18	34	0.60610945	4.21971346	7777	7777	0.3
111	syn_2	21.5	17.8	34	0.13728068	4.57914812	7777	1.47610915	0.166
112	syn_2	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533
113	syn_2	21.5	16.5	34	0.52505727	3.45161568	7777	5.10852963	1.104
114	syn_2	25.5	18.8	34	0.14743555	2.76116774	7777	7777	1.851
115	syn_2	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456
116	syn_2	19.5	18.8	34	0.07227133	4.24216682	7777	7.36478308	2.813
117	syn_2	7777	7777	34	7777	3.02969798	7777	1.24992589	2.996
118	syn_2	17.8	7777	34	0.27492393	4.21989787	0.05520231	7777	2.847
119	syn_2	7777	7777	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833
120	syn_2	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848
121	syn_2	21.3	17.8	34	7777	8.44858475	7777	1.24735746	1.601
122	syn_2	23	18	34	7777	7.18331736	0.07581914	0.88218234	1.54
123	syn_2	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34
124	syn_2	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816
125	syn_2	27.5	20	7777	0.67201408	8.38006167	7777	1.26698903	0.707
126	syn_2	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749
127	syn_2	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556
128	syn_2	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279
129	syn_2	24.5	15.3	34	7777	9.81178629	7777	7777	2.988
130	syn_2	22.3	15.3	7777	0.22017042	7.85634114	0.2110399	2.07571329	3.232
131	syn_2	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544
132	syn_2	22	16	34	7777	3.62048097	7777	7777	3.225
133	syn_2	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311
134	syn_2	16.6	15.3	34	0.73863394	4.09706819	7777	2.22328082	0.908
135	syn_2	18.3	16	34	7777	2.1538272	7777	1.26792339	0.717
136	syn_2	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
137	syn_2	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
138	syn_2	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021
139	syn_2	15.8	15	7777	0.645455514	8.220016333	0.188656596	3.358025986	1.842
140	syn_2	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776
141	syn_2	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504
142	syn_2	17	16.5	34	7777	2.47836526	7777	7777	2.902
143	syn_2	16.8	16.3	35	7777	4.55118337	7777	0.80323694	2.907
144	syn_2	24.5	16.1	34	0.12065417	5.68874843	7777	0.9802817	2.61
145	syn_2	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512
146	syn_2	23	15.8	35	0.103145444	3.432459875	0.081593557	0.369492772	2.636
147	syn_2	24.5	15.4	34	7777	388.553.437	0.1362162	1.380.458.067	2.506
148	syn_2	19.5	15.6	34	7777	368.516.943	7777	0.39649923	1.56
149	syn_2	23.4	15.8	7777	0.64088392	314.520.666	0.08225597	0.20502392	0.859
150	syn_2	24	13.6	34	7777	929.448.892	0.35865647	479.394.157	0.767
151	syn_2	16.5	15	37	0.45541467	747.316.924	7777	340.940.811	0.687
152	syn_2	12.8	14.8	35	7777	560.788.915	0.22233358	194.980.151	1.902
153	syn_2	13.3	14.2	34	7777	335.568.200	7777	7777	2.096
155	syn_2	15	15	34	0.59246255	473.112.511	0.29340584	335.872.437	3.596
156	syn_2	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427
157	syn_2	16	14.9	35	0.56071625	460.514.160	7777	0.77871442	2.764
158	syn_2	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998
159	syn_2	15.7	15	34	0.26956796	568.920.077	7777	0.62883643	2.221
161	syn_2	13	14.3	34	101.936.349	1.096.390.997	0.56482964	2.238.246.012	0.855
162	syn_2	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605
163	syn_2	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872
165	syn_2	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505
166	syn_2	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673
167	syn_2	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665
168	syn_2	9	11.5	34	7777	928.442.401	0.24797953	193.721.117	2.778
169	syn_2	13.7	12.2	34	0.31245337	669.121.430	7777	149.546.708	2.946
170	syn_2	13.5	12	34	0.44648775	786.365.667	7777	157.456.749	3.232
171	syn_2	9.5	11.3	34	0.34300256	697.263.111	7777	140.486.230	3.022
172	syn_2	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655
173	syn_3	23	15	34	7777	7777	7777	7777	1.118
174	syn_3	24	17	34	7777	7777	7777	7777	0.83
175	syn_3	7777	19	33	7777	7777	7777	7777	0.46
176	syn_3	23.5	18.3	7777	0.857251761	2.337330274	0.069182486	0.625133203	0.52
177	syn_3	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609
178	syn_3	28.3	11	34	0.18212627	6.61638308	7777	1.21387498	1.016
179	syn_3	25.5	7777	7777	0.86768967	7.05001699	0.33053471	2.40520795	1.601
180	syn_3	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941
181	syn_3	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479
182	syn_3	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899
183	syn_3	26.5	12.8	34	7777	4.10791588	7777	7777	3.13
184	syn_3	25.5	13.8	7777	0.21565437	3.99431553	0.10142842	0.31993432	2.477
185	syn_3	20.8	15.8	7777	0.26956796	3.99431553	7777	1.42315613	2.153
186	syn_3	24.3	18	34	0.86120177	2.79666094	7777	0.90450944	1.375
187	syn_3	21.5	19.8	7777	0.663421426	2.891279198	0.106077048	0.346832485	1.36
188	syn_3	23	18.5	34	1.39859995	2.11237865	7777	0.63125864	0.302
189	syn_3	26.8	18	34	0.60610945	4.21971346	7777	7777	0.3
190	syn_3	21.5	17.8	34	0.13728068	4.57914812	7777	1.47610915	0.166
191	syn_3	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533
192	syn_3	21.5	16.5	34	0.52505727	3.45161568	7777	5.10852963	1.104
193	syn_3	25.5	18.8	34	0.14743555	2.76116774	7777	7777	1.851
194	syn_3	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456
195	syn_3	19.5	18.8	34	0.07227133	4.24216682	7777	7.36478308	2.813
196	syn_3	17.8	7777	34	0.27492393	4.21989787	0.05520231	7777	2.847
197	syn_3	7777	7777	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833
198	syn_3	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848
199	syn_3	21.3	17.8	34	7777	8.44858475	7777	1.24735746	1.601
200	syn_3	23	18	34	7777	7.18331736	0.07581914	0.88218234	1.54
201	syn_3	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34
202	syn_3	28.3	20	34	7777	8.70254607	0.08373814	2.35319588	0.92
203	syn_3	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816
204	syn_3	27.5	20	7777	0.67201408	8.38006167	7777	1.26698903	0.707
205	syn_3	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749
206	syn_3	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556
207	syn_3	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279
208	syn_3	24.5	15.3	34	7777	9.81178629	7777	7777	2.988
209	syn_3	22.3	15.3	7777	0.22017042	7.85634114	0.2110399	2.07571329	3.232
210	syn_3	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544
211	syn_3	22	16	34	7777	3.62048097	7777	7777	3.225
212	syn_3	16.6	15.3	34	0.73863394	4.09706819	7777	2.22328082	0.908
213	syn_3	18.3	16	34	7777	2.1538272	7777	1.26792339	0.717
214	syn_3	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
215	syn_3	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
216	syn_3	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021
217	syn_3	15.8	15	7777	0.645455514	8.220016333	0.188656596	3.358025986	1.842
218	syn_3	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776
219	syn_3	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504
220	syn_3	17	16.5	34	7777	2.47836526	7777	7777	2.902
221	syn_3	24.5	16.1	34	0.12065417	5.68874843	7777	0.9802817	2.61
222	syn_3	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512
224	syn_3	19.5	15.6	34	7777	368.516.943	7777	0.39649923	1.56
225	syn_3	23.4	15.8	7777	0.64088392	314.520.666	0.08225597	0.20502392	0.859
226	syn_3	16.5	15	37	0.45541467	747.316.924	7777	340.940.811	0.687
227	syn_3	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427
228	syn_3	16	14.9	35	0.56071625	460.514.160	7777	0.77871442	2.764
229	syn_3	15	15	34	0.21646576	747.205.437	0.37307113	403.130.774	1.998
230	syn_3	15.7	15	34	0.26956796	568.920.077	7777	0.62883643	2.221
232	syn_3	13.5	14.2	34	0.50139971	802.320.554	0.32011347	643.173.978	0.605
233	syn_3	15	14	34	0.72139918	682.555.397	0.32735032	224.926.414	0.872
235	syn_3	11.7	13	34	0.27584549	1.026.670.677	0.46426078	400.626.666	1.505
236	syn_3	12.8	13.1	34	0.61959417	925.552.032	0.42029521	342.771.250	1.673
237	syn_3	10	11.8	35	113.919.458	1.403.286.008	0.67735015	653.670.004	2.665
238	syn_3	9	11.5	34	7777	928.442.401	0.24797953	193.721.117	2.778
239	syn_3	13.7	12.2	34	0.31245337	669.121.430	7777	149.546.708	2.946
240	syn_3	13.5	12	34	0.44648775	786.365.667	7777	157.456.749	3.232
241	syn_3	9.5	11.3	34	0.34300256	697.263.111	7777	140.486.230	3.022
242	syn_3	8.7	11.2	35	0.34792908	840.643.114	0.31871464	368.415.534	2.655
243	syn_4	27	17.5	34	7777	7777	7777	7777	2.856
244	syn_4	21	20	33	7777	7777	7777	7777	1.949
245	syn_4	26	17	34	7777	7777	7777	7777	1.594
246	syn_4	29	20	34	7777	7777	7777	7777	1.23
247	syn_4	24	17	34	7777	7777	7777	7777	0.83
248	syn_4	23.5	18.3	7777	0.857251761	2.337330274	0.069182486	0.625133203	0.52
249	syn_4	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609
250	syn_4	28.3	11	34	0.18212627	6.61638308	7777	1.21387498	1.016
251	syn_4	25.5	7777	7777	0.86768967	7.05001699	0.33053471	2.40520795	1.601
252	syn_4	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479
253	syn_4	25.5	13.8	7777	0.21565437	3.99431553	0.10142842	0.31993432	2.477
254	syn_4	23	18.5	34	1.39859995	2.11237865	7777	0.63125864	0.302
255	syn_4	26.8	18	34	0.60610945	4.21971346	7777	7777	0.3
256	syn_4	21.5	17.8	34	0.13728068	4.57914812	7777	1.47610915	0.166
257	syn_4	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533
258	syn_4	21.5	16.5	34	0.52505727	3.45161568	7777	5.10852963	1.104
259	syn_4	25.5	18.8	34	0.14743555	2.76116774	7777	7777	1.851
260	syn_4	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456
261	syn_4	19.5	18.8	34	0.07227133	4.24216682	7777	7.36478308	2.813
262	syn_4	7777	7777	34	7777	3.02969798	7777	1.24992589	2.996
263	syn_4	17.8	7777	34	0.27492393	4.21989787	0.05520231	7777	2.847
264	syn_4	7777	7777	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833
265	syn_4	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848
266	syn_4	21.3	17.8	34	7777	8.44858475	7777	1.24735746	1.601
267	syn_4	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816
268	syn_4	27.5	20	7777	0.67201408	8.38006167	7777	1.26698903	0.707
269	syn_4	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749
270	syn_4	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556
271	syn_4	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279
272	syn_4	18.3	16	34	7777	2.1538272	7777	1.26792339	0.717
273	syn_4	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
274	syn_4	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
275	syn_4	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021
276	syn_4	15.8	15	7777	0.645455514	8.220016333	0.188656596	3.358025986	1.842
277	syn_4	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776
278	syn_4	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504
279	syn_4	17	16.5	34	7777	2.47836526	7777	7777	2.902
280	syn_4	16.8	16.3	35	7777	4.55118337	7777	0.80323694	2.907
281	syn_4	24.5	16.1	34	0.12065417	5.68874843	7777	0.9802817	2.61
282	syn_4	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512
284	syn_4	24.5	15.4	34	7777	388.553.437	0.1362162	1.380.458.067	2.506
285	syn_4	23.4	15.8	7777	0.64088392	314.520.666	0.08225597	0.20502392	0.859
286	syn_4	12	14.8	34	0.34422829	425.226.139	0.06827934	107.608.610	3.427
287	syn_4	16	14.9	35	0.56071625	460.514.160	7777	0.77871442	2.764
288	syn_5	27	17.5	34	7777	7777	7777	7777	2.856
290	syn_5	21	20	33	7777	7777	7777	7777	1.949
291	syn_5	26	17	34	7777	7777	7777	7777	1.594
292	syn_5	29	20	34	7777	7777	7777	7777	1.23
293	syn_5	23	15	34	7777	7777	7777	7777	1.118
294	syn_5	24	17	34	7777	7777	7777	7777	0.83
295	syn_5	23	17.5	34	7777	7777	7777	7777	0.609
296	syn_5	7777	19	33	7777	7777	7777	7777	0.46
297	syn_5	23.5	18.3	7777	0.857251761	2.337330274	0.069182486	0.625133203	0.52
298	syn_5	26.5	13.5	34	0.45992612	2.53344865	0.09660993	0.57640175	0.609
299	syn_5	28.3	11	34	0.18212627	6.61638308	7777	1.21387498	1.016
300	syn_5	25.5	7777	7777	0.86768967	7.05001699	0.33053471	2.40520795	1.601
301	syn_5	28.5	13.5	34	0.69743456	6.32002733	0.19483969	2.94348612	1.941
302	syn_5	23.5	11	34	0.75950658	5.57384693	0.20614744	1.79758424	2.479
303	syn_5	26.5	11	34	0.37917359	4.44770123	0.24337135	1.75748877	2.899
304	syn_5	26.5	12.8	34	7777	4.10791588	7777	7777	3.13
305	syn_5	25.5	13.8	7777	0.21565437	3.99431553	0.10142842	0.31993432	2.477
306	syn_5	20.8	15.8	7777	0.26956796	3.99431553	7777	1.42315613	2.153
307	syn_5	24.3	18	34	0.86120177	2.79666094	7777	0.90450944	1.375
308	syn_5	21.5	19.8	7777	0.663421426	2.891279198	0.106077048	0.346832485	1.36
309	syn_5	23	18.5	34	1.39859995	2.11237865	7777	0.63125864	0.302
310	syn_5	26.8	18	34	0.60610945	4.21971346	7777	7777	0.3
311	syn_5	21.5	17.8	34	0.13728068	4.57914812	7777	1.47610915	0.166
312	syn_5	30.5	14.5	34	0.13651523	4.99604763	0.16272107	2.41098874	0.533
313	syn_5	21.5	16.5	34	0.52505727	3.45161568	7777	5.10852963	1.104
314	syn_5	25.5	18.8	34	0.14743555	2.76116774	7777	7777	1.851
315	syn_5	20.3	19.3	34	0.65253609	3.88623984	0.07189082	6.67253515	2.456
316	syn_5	19.5	18.8	34	0.07227133	4.24216682	7777	7.36478308	2.813
317	syn_5	7777	7777	34	7777	3.02969798	7777	1.24992589	2.996
318	syn_5	17.8	7777	34	0.27492393	4.21989787	0.05520231	7777	2.847
319	syn_5	7777	7777	32	0.47109591	5.21808205	0.28624272	1.72108027	2.833
320	syn_5	23	17.8	34	0.22274232	7.12065515	0.2551114	3.91188988	1.848
321	syn_5	21.3	17.8	34	7777	8.44858475	7777	1.24735746	1.601
322	syn_5	23	18	34	7777	7.18331736	0.07581914	0.88218234	1.54
323	syn_5	28.9	18.6	34	0.3042622	9.6138788	0.16589333	5.33803892	1.34
324	syn_5	28.3	20	34	7777	8.70254607	0.08373814	2.35319588	0.92
325	syn_5	31.8	20	34	0.40162698	8.29204861	0.15707403	1.63700583	0.816
326	syn_5	27.5	20	7777	0.67201408	8.38006167	7777	1.26698903	0.707
327	syn_5	31	20.8	34	0.47165878	6.42046635	0.17623048	2.14191335	0.749
328	syn_5	24.8	16.8	34	0.57099117	8.13923172	0.1207861	0.78493458	1.556
329	syn_5	22.8	16	34	1.3294906	9.55889026	0.22767358	2.85282762	2.279
330	syn_5	24.5	15.3	34	7777	9.81178629	7777	7777	2.988
331	syn_5	22.3	15.3	7777	0.22017042	7.85634114	0.2110399	2.07571329	3.232
332	syn_5	24.5	14	35	0.44662338	9.79259867	0.4957588	6.28316885	3.544
333	syn_5	22	16	34	7777	3.62048097	7777	7777	3.225
334	syn_5	18.3	14.5	34	0.13557029	9.17461814	0.20596462	11.97060512	2.311
335	syn_5	16.6	15.3	34	0.73863394	4.09706819	7777	2.22328082	0.908
336	syn_5	18.3	16	34	7777	2.1538272	7777	1.26792339	0.717
337	syn_5	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
338	syn_5	21.3	16.2	34	0.20511208	5.66787229	7777	8.75177184	0.43
339	syn_5	19.7	15.4	35	1.41213507	8.60383916	0.21881931	1.64276403	1.021
340	syn_5	15.8	15	7777	0.645455514	8.220016333	0.188656596	3.358025986	1.842
341	syn_5	18.4	16.5	34	0.084449949	4.182439674	0.102966376	3.360362375	1.776
342	syn_5	19.3	16	34	0.516553675	5.138416332	0.116435804	0.92503873	2.504
343	syn_5	17	16.5	34	7777	2.47836526	7777	7777	2.902
344	syn_5	16.8	16.3	35	7777	4.55118337	7777	0.80323694	2.907
345	syn_5	24.5	16.1	34	0.12065417	5.68874843	7777	0.9802817	2.61
346	syn_5	21.8	16.8	34	0.10839159	5.75379553	0.2120795	2.4233697	2.512
348	syn_5	24.5	15.4	34	7777	388.553.437	0.1362162	1.380.458.067	2.506
349	syn_5	19.5	15.6	34	7777	368.516.943	7777	0.39649923	1.56
350	syn_5	16	16.1	34	7777	192.760.767	7777	0.64420558	1.417
351	syn_5	23.4	15.8	7777	0.64088392	314.520.666	0.08225597	0.20502392	0.859
352	syn_5	20.5	16.6	34	7777	491.676.702	7777	398.961.658	0.7
353	syn_5	24	13.6	34	7777	929.448.892	0.35865647	479.394.157	0.767
354	syn_5	16.5	15	37	0.45541467	747.316.924	7777	340.940.811	0.687
355	syn_5	12.8	14.8	35	7777	560.788.915	0.22233358	194.980.151	1.902
